QSO,zabs,Ncld,vcld,N-MgII,e_NMgII,bMgII,e_b-MgII,N-FeII,e_N-FeII,b-FeII,e_b-FeII,N-MgI,e_N-MgI,b-MgI,e_b-MgI,N-MnII,e_N-MnII,b-MnII,e_b-MnII,N-CaII,e_N-CaII,b-CaII,e_b-CaII
J094835+432302,1.232747,10,36.09,15.67,1.13,3.97,2.47,15.44,1.13,3.97,2.47,11.0,-1.0,0.0,0.0,11.15,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J094835+432302,1.232747,11,46.52,15.36,0.671,0.82,0.15,15.13,0.671,0.82,0.15,10.94,-1.0,0.0,0.0,11.9,0.217,0.82,0.15,0.0,0.0,0.0,0.0
J094835+432302,1.232747,12,83.11,11.25,0.246,6.61,4.334,11.3,-1.0,0.0,0.0,11.17,-1.0,0.0,0.0,11.62,0.205,6.61,4.334,0.0,0.0,0.0,0.0
J095500-013006,1.625063,1,-7.15,12.97,0.024,20.64,0.588,12.38,0.064,20.64,0.588,11.43,0.083,20.64,0.588,11.22,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J095500-013006,1.625063,2,-0.38,12.56,0.129,6.67,1.322,12.55,0.125,6.67,1.322,11.05,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J095500-013006,1.625063,3,10.21,12.74,0.083,5.99,0.62,12.72,0.078,5.99,0.62,11.18,0.076,5.99,0.62,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.8+555354,0.903934,1,0.21,11.98,0.031,6.32,0.69,10.75,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,10.7,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.8+555354,1.024809,1,-24.4,11.99,0.042,6.71,0.979,11.25,0.235,6.71,0.979,10.92,-1.0,0.0,0.0,10.71,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.8+555354,1.024809,2,-7.57,11.98,0.05,6.13,1.186,11.35,0.188,6.13,1.186,10.93,-1.0,0.0,0.0,10.68,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.8+555354,1.024809,3,9.01,12.28,0.018,4.43,0.369,11.65,0.086,4.43,0.369,10.95,-1.0,0.0,0.0,10.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.8+555354,1.124273,1,-8.26,11.59,0.055,3.61,1.155,10.78,-1.0,0.0,0.0,10.71,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.8+555354,1.124273,2,5.01,11.2,0.143,1.6,3.641,10.79,-1.0,0.0,0.0,10.68,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.8+555354,1.124273,3,19.44,11.35,0.175,7.28,5.806,10.91,-1.0,0.0,0.0,10.84,-1.0,0.0,0.0,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.9+555349,1.124587,1,-22.22,11.91,0.026,5.94,0.564,10.94,-1.0,0.0,0.0,10.7,-1.0,0.0,0.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.9+555349,1.124587,2,1.71,12.02,0.181,1.01,0.488,10.94,-1.0,0.0,0.0,10.7,-1.0,0.0,0.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.9+555349,1.124587,3,8.65,11.62,0.11,3.11,1.83,10.97,-1.0,0.0,0.0,10.74,-1.0,0.0,0.0,10.99,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100120.9+555349,1.124587,4,24.05,11.41,0.075,4.51,1.592,10.95,-1.0,0.0,0.0,10.7,-1.0,0.0,0.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100129+545438,1.211316,1,0.25,12.44,0.041,3.1,0.393,11.25,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,11.09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100129+545438,1.272383,1,-1.51,12.57,0.018,3.96,0.233,11.14,-1.0,0.0,0.0,10.99,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101155+294141,1.111735,1,-33.75,11.78,0.633,0.55,0.681,10.94,-1.0,0.0,0.0,10.92,-1.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101155+294141,1.111735,2,-24.5,12.01,0.144,4.59,2.149,11.48,0.198,4.59,2.149,11.02,-1.0,0.0,0.0,11.05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101155+294141,1.111735,3,-8.8,12.71,0.384,6.64,3.947,11.09,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101155+294141,1.111735,4,-1.09,13.25,0.181,4.66,0.768,12.62,0.036,4.66,0.768,11.05,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101155+294141,1.111735,5,7.92,12.2,0.211,2.08,2.326,10.92,-1.0,0.0,0.0,10.92,-1.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101155+294141,1.111735,6,16.89,12.67,0.042,4.93,0.655,11.81,0.099,4.93,0.655,11.05,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.842756,1,-47.52,12.23,0.069,5.87,0.952,11.41,0.294,5.87,0.952,10.94,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.842756,2,-32.51,12.88,0.031,6.99,0.697,12.54,0.056,6.99,0.697,11.03,0.096,6.99,0.697,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.842756,3,-20.62,12.63,0.098,2.07,0.629,12.4,0.095,2.07,0.629,10.81,-1.0,0.0,0.0,10.89,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.842756,4,-2.03,13.34,0.292,14.87,5.088,13.38,0.288,14.87,5.088,11.07,0.292,14.87,5.088,11.33,0.496,14.87,5.088,0.0,0.0,0.0,0.0
J100930-002619,0.842756,5,5.69,14.16,0.312,5.55,2.027,13.9,0.386,5.55,2.027,10.89,0.481,5.55,2.027,11.78,0.296,5.55,2.027,0.0,0.0,0.0,0.0
J100930-002619,0.842756,6,12.55,13.28,1.064,3.42,0.635,14.68,0.321,3.42,0.635,11.28,0.141,3.42,0.635,11.9,0.22,3.42,0.635,0.0,0.0,0.0,0.0
J100930-002619,0.842756,7,22.62,13.33,0.111,2.84,0.372,13.22,0.06,2.84,0.372,10.94,0.255,2.84,0.372,10.89,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.842756,8,29.19,12.06,0.482,12.52,6.108,11.7,0.725,12.52,6.108,11.07,-1.0,0.0,0.0,11.31,0.505,12.52,6.108,0.0,0.0,0.0,0.0
J100930-002619,0.886487,1,-104.13,12.62,0.022,3.21,0.172,12.57,0.024,3.21,0.172,10.87,-1.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,2,-66.22,12.71,0.101,6.08,0.684,12.12,0.201,6.08,0.684,10.53,0.291,6.08,0.684,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,3,-53.12,13.34,0.163,7.86,1.236,13.2,0.134,7.86,1.236,11.43,0.091,7.86,1.236,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,4,-39.24,13.4,0.524,8.77,6.016,13.15,0.539,8.77,6.016,10.79,1.048,8.77,6.016,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,5,-21.97,13.55,8.687,9.23,9.999,13.3,8.693,9.23,9.999,11.38,7.936,9.23,9.999,11.53,8.121,9.23,9.999,0.0,0.0,0.0,0.0
J100930-002619,0.886487,6,-15.18,13.17,9.999,7.58,9.999,12.92,9.999,7.58,9.999,10.63,9.999,7.58,9.999,11.0,9.999,7.58,9.999,0.0,0.0,0.0,0.0
J100930-002619,0.886487,7,-7.81,13.67,6.336,7.47,9.999,13.42,3.034,7.47,9.999,11.65,2.012,7.47,9.999,11.74,2.269,7.47,9.999,0.0,0.0,0.0,0.0
J100930-002619,0.886487,8,5.14,13.77,9.999,7.32,9.999,13.52,3.929,7.32,9.999,11.31,6.956,7.32,9.999,11.33,6.854,7.32,9.999,0.0,0.0,0.0,0.0
J100930-002619,0.886487,9,12.2,13.82,9.999,8.72,9.999,13.57,4.171,8.72,9.999,11.72,3.111,8.72,9.999,11.72,3.043,8.72,9.999,0.0,0.0,0.0,0.0
J100930-002619,0.886487,10,21.26,13.52,7.928,7.58,9.999,13.27,8.464,7.58,9.999,11.12,9.999,7.58,9.999,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,11,29.41,13.47,9.999,8.81,9.999,13.22,9.999,8.81,9.999,11.37,9.999,8.81,9.999,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,12,37.77,12.99,9.999,7.35,8.51,12.93,7.614,7.35,8.51,10.63,9.999,7.35,8.51,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,13,58.56,12.16,0.051,4.97,0.786,12.15,0.058,4.97,0.786,10.87,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,14,88.63,12.95,0.012,8.05,0.304,12.59,0.027,8.05,0.304,11.07,0.085,8.05,0.304,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,15,102.75,12.73,0.029,3.59,0.456,12.77,0.027,3.59,0.456,11.11,0.069,3.59,0.456,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,16,113.58,12.57,0.034,4.85,0.671,12.5,0.046,4.85,0.671,10.61,0.214,4.85,0.671,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,17,129.44,11.27,0.25,6.05,5.826,11.18,-1.0,0.0,0.0,10.86,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,18,188.93,12.44,0.039,2.59,0.422,12.13,0.064,2.59,0.422,10.86,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,19,204.61,12.77,0.033,3.36,0.296,11.82,0.144,3.36,0.296,10.87,-1.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J100930-002619,0.886487,20,207.22,12.64,0.036,20.7,1.115,12.23,0.111,20.7,1.115,10.86,-1.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101447+430031,1.41635,1,-165.73,10.97,0.156,11.7,2.054,12.08,0.058,11.7,2.054,0.0,0.0,0.0,0.0,11.67,0.089,11.7,2.054,0.0,0.0,0.0,0.0
J101447+430031,1.41635,2,-136.83,12.39,0.01,13.4,0.427,11.72,0.08,13.4,0.427,0.0,0.0,0.0,0.0,11.34,0.159,13.4,0.427,0.0,0.0,0.0,0.0
J101447+430031,1.41635,3,-115.62,11.97,0.022,5.06,0.345,11.44,0.097,5.06,0.345,0.0,0.0,0.0,0.0,11.3,0.117,5.06,0.345,0.0,0.0,0.0,0.0
J101447+430031,1.41635,4,-85.37,12.64,0.031,12.93,0.7,12.27,0.036,12.93,0.7,0.0,0.0,0.0,0.0,11.39,0.156,12.93,0.7,0.0,0.0,0.0,0.0
J101447+430031,1.41635,5,-75.24,12.29,0.071,3.53,0.578,12.04,0.071,3.53,0.578,0.0,0.0,0.0,0.0,11.18,0.161,3.53,0.578,0.0,0.0,0.0,0.0
J101447+430031,1.41635,6,-60.2,13.36,0.028,7.62,0.511,13.12,0.028,7.62,0.511,0.0,0.0,0.0,0.0,10.82,0.391,7.62,0.511,0.0,0.0,0.0,0.0
J101447+430031,1.41635,7,-40.2,14.52,0.007,8.36,0.157,14.28,0.007,8.36,0.157,0.0,0.0,0.0,0.0,11.84,0.04,8.36,0.157,0.0,0.0,0.0,0.0
J101447+430031,1.41635,8,-20.73,13.54,0.018,4.22,0.342,13.29,0.018,4.22,0.342,0.0,0.0,0.0,0.0,11.51,0.07,4.22,0.342,0.0,0.0,0.0,0.0
J101447+430031,1.41635,9,-6.07,14.29,0.014,5.5,0.216,14.05,0.014,5.5,0.216,0.0,0.0,0.0,0.0,11.67,0.057,5.5,0.216,0.0,0.0,0.0,0.0
J101447+430031,1.41635,10,14.23,14.43,0.007,17.52,0.31,14.19,0.007,17.52,0.31,0.0,0.0,0.0,0.0,11.99,0.051,17.52,0.31,0.0,0.0,0.0,0.0
J101447+430031,1.41635,11,23.34,14.01,0.027,3.34,0.287,13.77,0.027,3.34,0.287,0.0,0.0,0.0,0.0,11.22,0.163,3.34,0.287,0.0,0.0,0.0,0.0
J101447+430031,1.41635,12,48.26,12.64,0.042,0.86,0.051,12.38,0.042,0.86,0.051,0.0,0.0,0.0,0.0,11.04,0.17,0.86,0.051,0.0,0.0,0.0,0.0
J101447+430031,1.41635,13,56.42,13.29,0.01,3.2,0.065,13.04,0.01,3.2,0.065,0.0,0.0,0.0,0.0,11.02,0.204,3.2,0.065,0.0,0.0,0.0,0.0
J101447+430031,1.41635,14,65.33,12.71,0.028,1.47,0.087,12.45,0.028,1.47,0.087,0.0,0.0,0.0,0.0,11.12,0.21,1.47,0.087,0.0,0.0,0.0,0.0
J101447+430031,1.41635,15,73.84,12.57,0.015,6.76,0.3,12.33,0.023,6.76,0.3,0.0,0.0,0.0,0.0,10.32,1.676,6.76,0.3,0.0,0.0,0.0,0.0
J101447+430031,1.41635,16,94.29,13.16,0.015,4.57,0.077,12.9,0.007,4.57,0.077,0.0,0.0,0.0,0.0,11.29,0.153,4.57,0.077,0.0,0.0,0.0,0.0
J101447+430031,1.41635,17,114.96,12.9,0.02,3.64,0.156,12.54,0.02,3.64,0.156,0.0,0.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101447+430031,1.41635,18,117.9,12.66,0.018,11.84,0.275,12.1,0.063,11.84,0.275,0.0,0.0,0.0,0.0,11.83,0.108,11.84,0.275,0.0,0.0,0.0,0.0
J101447+430031,1.41635,19,152.26,12.55,0.006,4.96,0.084,12.18,0.02,4.96,0.084,0.0,0.0,0.0,0.0,11.31,0.159,4.96,0.084,0.0,0.0,0.0,0.0
J101447+430031,2.042606,1,-98.07,12.11,0.018,3.73,0.334,10.75,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101447+430031,2.042606,2,11.34,11.91,0.03,5.76,0.674,10.84,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,0.249,5.76,0.674,0.0,0.0,0.0,0.0
J101447+430031,2.042606,3,29.01,11.35,0.105,4.52,2.287,10.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J101447+430031,2.042606,4,45.26,11.33,0.107,4.87,2.386,10.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,1,-103.71,12.46,0.032,2.43,0.195,12.23,0.082,2.43,0.195,10.97,-1.0,0.0,0.0,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,2,-54.53,12.02,0.022,3.22,0.43,11.15,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,11.09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,3,-27.83,11.88,0.105,6.43,1.748,11.23,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,11.22,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,4,-13.48,11.93,0.144,6.16,2.836,11.23,-1.0,0.0,0.0,11.05,-1.0,0.0,0.0,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,5,-0.74,12.17,0.044,3.84,0.63,11.11,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,6,16.06,11.15,0.117,1.9,3.229,11.08,-1.0,0.0,0.0,10.93,-1.0,0.0,0.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,7,45.73,11.77,0.532,4.13,3.478,11.17,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,11.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,8,49.07,12.51,0.21,1.46,0.6,11.06,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,9,93.79,11.36,0.082,2.45,2.085,11.05,-1.0,0.0,0.0,10.92,-1.0,0.0,0.0,11.05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,10,212.09,12.21,0.062,1.34,0.142,12.07,0.091,1.34,0.142,10.96,-1.0,0.0,0.0,11.05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102156+300141,1.274372,11,221.11,12.29,0.04,2.19,0.336,12.46,0.044,2.19,0.336,10.98,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J102837-010027,0.708803,1,-67.79,12.57,0.017,5.36,0.354,12.69,0.029,5.36,0.354,10.86,0.161,5.36,0.354,11.61,0.207,5.36,0.354,0.0,0.0,0.0,0.0
J102837-010027,0.708803,2,-49.28,13.12,0.04,6.25,0.469,13.18,0.031,6.25,0.469,11.09,0.106,6.25,0.469,11.53,0.259,6.25,0.469,0.0,0.0,0.0,0.0
J102837-010027,0.708803,3,-25.21,14.8,0.025,9.36,0.4,14.56,0.025,9.36,0.4,12.09,0.022,9.36,0.4,12.08,0.091,9.36,0.4,0.0,0.0,0.0,0.0
J102837-010027,0.708803,4,8.63,15.18,0.028,15.09,0.628,14.95,0.028,15.09,0.628,12.63,0.014,15.09,0.628,12.77,0.028,15.09,0.628,0.0,0.0,0.0,0.0
J102837-010027,0.708803,5,31.74,14.72,0.078,5.33,0.538,14.48,0.078,5.33,0.538,11.44,0.103,5.33,0.538,11.76,0.168,5.33,0.538,0.0,0.0,0.0,0.0
J102837-010027,0.708803,6,44.49,13.76,0.144,1.25,0.252,13.52,0.144,1.25,0.252,10.69,0.245,1.25,0.252,11.36,0.322,1.25,0.252,0.0,0.0,0.0,0.0
J102837-010027,0.708803,7,53.65,13.13,0.024,7.35,0.359,13.14,0.024,7.35,0.359,10.96,0.154,7.35,0.359,11.47,0.329,7.35,0.359,0.0,0.0,0.0,0.0
J104117+061016,0.441453,1,-61.11,12.03,0.05,4.05,1.215,0.0,0.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43,-1.0,0.0,0.0
J104117+061016,0.441453,2,-36.78,12.63,0.075,3.02,0.483,0.0,0.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,0.239,3.02,0.483
J104117+061016,0.441453,3,-9.45,13.45,0.067,7.95,0.641,0.0,0.0,0.0,0.0,11.31,0.092,7.95,0.641,0.0,0.0,0.0,0.0,11.15,0.095,7.95,0.641
J104117+061016,0.441453,4,8.75,12.88,0.055,5.56,0.755,0.0,0.0,0.0,0.0,10.83,0.233,5.56,0.755,0.0,0.0,0.0,0.0,11.0,0.116,5.56,0.755
J104117+061016,0.441453,5,39.98,12.07,0.052,8.74,1.749,0.0,0.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.525,8.74,1.749
J104117+061016,0.441453,6,64.0,12.95,0.042,5.12,0.351,0.0,0.0,0.0,0.0,11.24,0.097,5.12,0.351,0.0,0.0,0.0,0.0,10.42,-1.0,0.0,0.0
J104117+061016,0.441453,7,84.16,12.34,0.252,1.17,0.33,0.0,0.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,-1.0,0.0,0.0
J104117+061016,0.655331,1,-177.16,11.6,0.057,2.6,1.373,10.76,-1.0,0.0,0.0,10.66,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J104117+061016,0.655331,2,-61.04,11.68,0.066,7.04,1.627,10.89,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0,10.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J104117+061016,0.655331,3,-5.04,11.64,0.332,1.24,1.045,10.76,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J104117+061016,0.655331,4,3.38,12.41,0.022,3.29,0.4,12.55,0.032,3.29,0.4,10.83,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.198418,1,-12.82,12.84,0.186,2.69,1.013,0.0,0.0,0.0,0.0,10.86,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.198418,2,-2.94,13.29,0.089,5.83,1.075,0.0,0.0,0.0,0.0,11.27,0.124,5.83,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.198418,3,4.68,12.67,0.077,18.91,3.003,0.0,0.0,0.0,0.0,10.87,0.457,18.91,3.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.198418,4,31.68,12.85,0.066,3.21,0.408,0.0,0.0,0.0,0.0,11.17,0.104,3.21,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.198418,5,47.25,12.05,0.077,8.67,2.201,0.0,0.0,0.0,0.0,10.85,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.318213,1,-0.28,12.96,0.019,4.83,0.138,12.71,0.031,4.83,0.138,10.93,0.094,4.83,0.138,10.97,-1.0,0.0,0.0,10.4,-1.0,0.0,0.0
J104733+052454,0.801159,1,-39.07,11.84,0.061,1.69,0.724,0.0,0.0,0.0,0.0,10.39,0.198,1.69,0.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.801159,2,-23.3,12.48,0.042,13.06,1.511,0.0,0.0,0.0,0.0,10.45,0.308,13.06,1.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.801159,3,-1.13,14.49,0.134,5.39,0.373,0.0,0.0,0.0,0.0,12.23,0.034,5.39,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.801159,4,8.23,13.43,0.146,4.69,0.489,0.0,0.0,0.0,0.0,11.7,0.103,4.69,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104733+052454,0.801159,5,27.45,11.92,0.071,12.02,2.3,0.0,0.0,0.0,0.0,10.41,0.312,12.02,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.830174,1,-63.37,12.13,0.084,3.34,0.893,11.72,0.115,3.34,0.893,10.75,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.830174,2,-47.35,13.41,1.013,5.64,4.14,12.7,1.103,5.64,4.14,11.28,0.916,5.64,4.14,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.830174,3,-43.25,14.4,2.538,4.0,0.966,13.27,0.3,4.0,0.966,11.06,1.476,4.0,0.966,10.88,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.830174,4,-35.5,15.75,1.854,2.18,0.24,13.13,0.059,2.18,0.24,11.36,0.054,2.18,0.24,10.83,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.830174,5,-19.75,13.69,0.312,7.36,0.593,13.66,0.058,7.36,0.593,11.92,0.056,7.36,0.593,11.73,0.123,7.36,0.593,0.0,0.0,0.0,0.0
J105440-002048,0.830174,6,-14.33,14.6,9.999,0.86,0.014,15.31,0.225,0.86,0.014,11.77,0.548,0.86,0.014,11.04,0.292,0.86,0.014,0.0,0.0,0.0,0.0
J105440-002048,0.830174,7,0.2,14.59,0.153,11.42,0.439,13.86,0.017,11.42,0.439,12.14,0.019,11.42,0.439,11.24,0.332,11.42,0.439,0.0,0.0,0.0,0.0
J105440-002048,0.830174,8,23.62,13.78,0.246,2.61,0.152,13.69,0.044,2.61,0.152,11.57,0.03,2.61,0.152,11.39,0.148,2.61,0.152,0.0,0.0,0.0,0.0
J105440-002048,0.830174,9,35.17,13.6,0.11,4.68,0.256,13.75,0.017,4.68,0.256,11.58,0.028,4.68,0.256,11.5,0.133,4.68,0.256,0.0,0.0,0.0,0.0
J105440-002048,0.830174,10,48.26,13.39,0.026,8.02,0.296,13.14,0.025,8.02,0.296,11.23,0.057,8.02,0.296,11.01,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.830174,11,78.35,11.71,0.126,3.58,1.591,10.84,-1.0,0.0,0.0,10.74,-1.0,0.0,0.0,10.82,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.830174,12,90.01,11.82,0.106,6.68,2.096,10.97,-1.0,0.0,0.0,10.88,-1.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.941984,1,-2.3,13.03,0.026,3.84,0.214,12.76,0.017,3.84,0.214,10.82,0.104,3.84,0.214,10.85,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.941984,2,6.91,12.03,0.06,1.82,0.937,11.92,0.083,1.82,0.937,10.72,-1.0,0.0,0.0,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.941984,3,18.94,11.93,0.12,22.57,6.718,11.12,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.941984,4,43.17,11.69,0.068,2.54,1.311,10.81,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.951693,1,-497.01,12.08,0.02,4.21,0.404,12.01,0.047,4.21,0.404,10.78,-1.0,0.0,0.0,10.86,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.951693,2,-149.53,11.87,0.04,3.15,0.892,11.82,0.076,3.15,0.892,10.74,-1.0,0.0,0.0,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.951693,3,-138.24,12.89,0.025,3.46,0.169,12.69,0.016,3.46,0.169,11.16,0.049,3.46,0.169,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.951693,4,-121.0,12.33,0.018,3.17,0.26,11.46,0.144,3.17,0.26,10.54,0.185,3.17,0.26,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.951693,5,-62.58,13.07,0.005,12.57,0.131,13.11,0.008,12.57,0.131,11.37,0.041,12.57,0.131,11.08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J105440-002048,0.951693,6,-0.73,12.28,0.017,3.26,0.296,12.32,0.027,3.26,0.296,10.74,0.108,3.26,0.296,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
